[[(array([[ 133.6265015 ,  474.56530669],
         [   3.70841958,  453.08278921],
         [  46.67345455,  372.2676044 ],
         [   1.66246553,  343.62424775],
         [  36.44368432,  240.30356843],
         [ 106.00612188,  247.46440759],
         [  95.77635165,  213.70616583],
         [  79.40871928,  186.08578621],
         [  49.74238561,  198.36151049],
         [  34.39773027,  169.71815385],
         [  39.51261538,  147.21265934],
         [  14.96116683,  145.16670529],
         [  20.07605195,  130.84502697],
         [  47.69643157,  121.63823377],
         [  46.67345455,  104.24762438],
         [  62.01810989,   92.99487712],
         [  71.2249031 ,   90.94892308],
         [  64.06406394,  111.40846354],
         [  58.94917882,   99.13273926],
         [  80.4316963 ,  112.43144056],
         [  71.2249031 ,  108.33953247],
         [  92.70742058,  104.24762438],
         [ 108.05207592,  101.17869331],
         [ 124.41970829,   94.01785415],
         [ 130.55757043,   87.87999201],
         [ 139.76436364,   87.87999201],
         [ 140.78734066,  105.2706014 ],
         [ 147.94817982,   97.08678521],
         [ 157.15497303,   90.94892308],
         [ 168.40772028,  104.24762438],
         [ 184.77535265,  107.31655544],
         [ 176.59153646,   97.08678521],
         [ 187.84428372,   97.08678521],
         [ 212.39573227,   89.92594605],
         [ 216.48764036,   85.83403796],
         [ 220.57954845,   95.04083117],
         [ 202.16596204,  104.24762438],
         [ 200.12000799,  113.45441758],
         [ 202.16596204,  125.73014186],
         [ 185.79832967,  127.7760959 ],
         [ 153.06306494,  106.29357842],
         [ 151.01711089,  125.73014186],
         [ 145.90222577,  132.89098102],
         [ 123.39673127,  118.5693027 ],
         [ 124.41970829,  105.2706014 ],
         [  99.86825974,  115.50037163],
         [  92.70742058,  130.84502697],
         [  60.99513287,  133.91395804],
         [  79.40871928,  148.23563636],
         [ 107.0290989 ,  147.21265934],
         [  63.04108691,  149.25861339],
         [ 115.21291508,  130.84502697],
         [ 129.53459341,  136.98288911],
         [ 143.85627173,  147.21265934],
         [ 167.38474326,  169.71815385],
         [ 220.57954845,  161.53433766],
         [ 232.85527273,  118.5693027 ],
         [ 224.67145654,  104.24762438],
         [ 235.9242038 ,   92.99487712],
         [ 241.03908891,   91.9719001 ],
         [ 248.19992807,   89.92594605],
         [ 249.22290509,   97.08678521],
         [ 259.45267532,   86.85701499],
         [ 263.54458342,   91.9719001 ],
         [ 280.93519281,   89.92594605],
         [ 290.14198601,   92.99487712],
         [ 291.16496304,   82.76510689],
         [ 285.0271009 ,  111.40846354],
         [ 268.65946853,  111.40846354],
         [ 245.130997  ,  113.45441758],
         [ 259.45267532,  101.17869331],
         [ 270.70542258,   98.10976224],
         [ 311.6245035 ,  121.63823377],
         [ 321.85427373,  111.40846354],
         [ 337.19892907,   99.13273926],
         [ 336.17595205,   90.94892308],
         [ 323.90022777,   97.08678521],
         [ 350.49763037,   89.92594605],
         [ 342.31381419,   89.92594605],
         [ 368.91121678,   82.76510689],
         [ 391.41671129,   86.85701499],
         [ 359.70442358,  118.5693027 ],
         [ 348.45167632,  118.5693027 ],
         [ 339.24488312,  106.29357842],
         [ 332.08404396,  132.89098102],
         [ 347.4286993 ,  125.73014186],
         [ 306.50961838,  138.00586613],
         [ 269.68244555,  133.91395804],
         [ 259.45267532,  154.3734985 ],
         [ 248.19992807,  184.03983217],
         [ 218.53359441,  194.2696024 ],
         [ 176.59153646,  199.38448751],
         [ 145.90222577,  171.76410789],
         [ 123.39673127,  166.64922278],
         [ 134.64947852,  225.98189011],
         [ 209.3268012 ,  303.72814386],
         [ 202.16596204,  234.16570629],
         [ 307.5325954 ,  191.20067133],
         [ 298.3258022 ,  156.41945255],
         [ 336.17595205,  147.21265934],
         [ 349.47465335,  136.98288911],
         [ 362.77335465,  140.05182018],
         [ 366.86526274,  132.89098102],
         [ 377.09503297,  123.68418781],
         [ 382.20991808,  114.47739461],
         [ 382.20991808,   99.13273926],
         [ 371.98014785,   89.92594605],
         [ 356.63549251,   99.13273926],
         [ 397.55457343,   84.81106094],
         [ 405.73838961,   89.92594605],
         [ 411.87625175,   83.78808392],
         [ 365.84228571,   70.48938262],
         [ 421.08304496,   86.85701499],
         [ 394.48564236,   97.08678521],
         [ 413.92220579,   99.13273926],
         [ 436.4277003 ,   92.99487712],
         [ 440.51960839,   84.81106094],
         [ 449.7264016 ,   90.94892308],
         [ 449.7264016 ,   82.76510689],
         [ 457.91021778,   83.78808392],
         [ 402.66945854,  108.33953247],
         [ 424.15197602,  111.40846354],
         [ 442.56556244,  111.40846354],
         [ 456.88724076,  108.33953247],
         [ 442.56556244,   97.08678521],
         [ 429.26686114,   98.10976224],
         [ 470.18594206,  100.15571628],
         [ 470.18594206,   84.81106094],
         [ 456.88724076,  132.89098102],
         [ 440.51960839,  147.21265934],
         [ 409.8302977 ,  129.82204995],
         [ 393.46266533,  132.89098102],
         [ 396.5315964 ,  150.28159041],
         [ 370.95717083,  151.30456743],
         [ 368.91121678,  178.92494705],
         [ 344.35976823,  248.48738462],
         [ 421.08304496,  222.91295904],
         [ 478.36975824,  148.23563636],
         [ 379.14098701,  350.78508691],
         [ 200.12000799,  419.32454745],
         [ 294.23389411,  506.27759441],
         [ 220.57954845,  556.40346853],
         [ 513.15097702,  431.60027173],
         [ 648.18394406,  552.31156044],
         [ 687.05707093,  366.12974226],
         [ 559.18494306,  269.9699021 ],
         [ 457.91021778,  322.14173027],
         [ 501.89822977,  281.22264935],
         [ 439.49663137,  179.94792408],
         [ 519.28883916,  158.46540659],
         [ 527.47265534,  134.93693506],
         [ 517.24288511,  122.66121079],
         [ 505.99013786,  104.24762438],
         [ 514.17395405,   95.04083117],
         [ 496.78334466,   76.62724476],
         [ 501.89822977,   83.78808392],
         [ 500.87525275,   90.94892308],
         [ 514.17395405,   82.76510689],
         [ 508.03609191,   82.76510689],
         [ 523.38074725,   83.78808392],
         [ 524.40372428,   95.04083117],
         [ 535.65647153,   95.04083117],
         [ 544.86326474,   99.13273926],
         [ 567.36875924,   94.01785415],
         [ 562.25387413,  108.33953247],
         [ 540.77135664,  109.36250949],
         [ 532.58754046,  113.45441758],
         [ 547.9321958 ,  127.7760959 ],
         [ 596.01211588,  100.15571628],
         [ 587.8282997 ,  113.45441758],
         [ 580.66746054,  126.75311888],
         [ 564.29982817,  134.93693506],
         [ 569.41471329,  152.32754446],
         [ 552.0241039 ,  166.64922278],
         [ 571.46066733,  176.87899301],
         [ 586.80532268,  155.39647552],
         [ 586.80532268,  132.89098102],
         [ 602.14997802,  118.5693027 ],
         [ 610.33379421,  112.43144056],
         [ 614.4257023 ,   97.08678521],
         [ 604.19593207,   89.92594605],
         [ 612.37974825,   80.71915285],
         [ 641.0231049 ,   68.44342857],
         [ 631.81631169,   80.71915285],
         [ 621.58654146,   80.71915285],
         [ 641.0231049 ,   83.78808392],
         [ 634.88524276,   87.87999201],
         [ 628.74738062,  100.15571628],
         [ 638.97715085,  107.31655544],
         [ 629.77035764,  118.5693027 ],
         [ 617.49463337,  134.93693506],
         [ 644.09203596,  132.89098102],
         [ 644.09203596,  158.46540659],
         [ 619.54058741,  163.58029171],
         [ 628.74738062,  187.10876324],
         [ 583.73639161,  205.52234965],
         [ 972.46766034,  481.72614585],
         [ 992.9272008 ,  560.49537662],
         [ 812.88324476,  413.18668531],
         [ 785.26286513,  312.93493706],
         [ 991.90422378,  294.52135065],
         [1018.50162637,  394.7730989 ],
